i_user_id,i_username,i_display_color,i_badge_names,i_badge_titles,i_badge_versions,i_user_status,j_streamer,k_emote_name,t_timestamp,t_time_text,t_seconds,vod_id,match_title
592446614,xbobiw,,"","","",,esl_dota2,HeyGuys,2021-11-11T16:00:17.101+05:30,1:10:10,4210,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
94040693,fern_farm,#9200FF,"","","",,esl_dota2,BatChest,2021-11-11T21:25:15.972+05:30,6:35:09,23709,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
217121870,4eyes3,#FF0000,"","","",,esl_dota2,esldota2MUTE,2021-11-12T08:59:18.758+05:30,18:09:12,65352,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
457272475,robbryan_1234,#1E90FF,"","","",,esl_dota2,KomodoHype,2021-11-12T10:24:32.231+05:30,19:34:25,70465,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
548849920,thegrindsetz,#FF0000,"","","",,esl_dota2,WutFace,2021-11-12T11:19:18.689+05:30,20:29:11,73751,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
699028094,ilan_esports,,"","","",,esl_dota2,SeemsGood,2021-11-12T20:38:41.847+05:30,29:48:35,107315,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
477099578,grey679312,#FF0000,"","","",,esl_dota2,BibleThump,2021-11-13T03:46:35.057+05:30,36:56:28,132988,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
477099578,grey679312,#FF0000,"","","",,esl_dota2,Kreygasm,2021-11-13T03:46:35.057+05:30,36:56:28,132988,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
403441175,mandrakog,,"","","",,esl_dota2,esldota2TOXIC,2021-11-13T09:34:33.816+05:30,42:44:27,153867,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
430401653,jcoojcy,,"","","",,esl_dota2,LUL,2021-11-13T10:22:06.442+05:30,43:31:59,156719,1202368160,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
89477673,dinosaurssr,,"","","",,esl_dota2,BibleThump,2021-12-05T03:13:31.401+05:30,27:48,1668,1224493647,LIVE: Quincy Crew vs. 4 Zoomers - DPC NA Winter Tour - ESL One
694652810,muttonsnapper,,premium,Prime Gaming,1,,esl_dota2,LUL,2021-12-05T03:14:49.116+05:30,29:06,1746,1224493647,LIVE: Quincy Crew vs. 4 Zoomers - DPC NA Winter Tour - ESL One
27018875,higamer4771,#8A2BE2,"","","",,esl_dota2,<3,2021-12-05T06:22:00.989+05:30,3:36:18,12978,1224493647,LIVE: Quincy Crew vs. 4 Zoomers - DPC NA Winter Tour - ESL One
85078891,wizzadrix,#B22222,premium,Prime Gaming,1,,esl_dota2,GlitchLit,2021-12-05T13:49:50.403+05:30,11:04:07,39847,1224493647,LIVE: Quincy Crew vs. 4 Zoomers - DPC NA Winter Tour - ESL One
85078891,wizzadrix,#B22222,premium,Prime Gaming,1,,esl_dota2,ladyla30Anyo,2021-12-05T17:13:52.260+05:30,14:28:09,52089,1224493647,LIVE: Quincy Crew vs. 4 Zoomers - DPC NA Winter Tour - ESL One
683659296,k03ko,,"","","",,esl_dota2,esldota22HEAD,2021-12-14T04:42:03.111+05:30,6:08:35,22115,1232710991,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
105291621,dnd_danil,#008000,"","","",,esl_dota2,gorgcBald,2021-12-14T05:23:08.095+05:30,6:49:40,24580,1232710991,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
105291621,dnd_danil,#008000,"","","",,esl_dota2,gorgcH,2021-12-14T05:23:08.095+05:30,6:49:40,24580,1232710991,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
455001600,charlyfuuu,,premium,Prime Gaming,1,,esl_dota2,BibleThump,2021-12-14T07:26:34.072+05:30,8:53:06,31986,1232710991,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
,,#9ACD32,glitchcon2020,GlitchCon 2020,1,,esl_dota2,admiralAlliance,2021-12-14T07:32:58.809+05:30,8:59:31,32371,1232710991,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
708595335,bzbach,,"","","",,esl_dota2,HeyGuys,2021-12-19T01:33:31.282+05:30,21:49,1309,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
704186749,heehee135,,"","","",,esl_dota2,:(,2021-12-19T03:52:20.904+05:30,2:40:39,9639,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
105291621,dnd_danil,#008000,"","","",,esl_dota2,gorgcShake,2021-12-19T05:48:04.973+05:30,4:36:23,16583,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
441517304,sharoshin,,"","","",,esl_dota2,:/,2021-12-19T08:55:59.114+05:30,7:44:17,27857,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
501250146,justphenomenal_,,"","","",,esl_dota2,:),2021-12-19T09:59:10.608+05:30,8:47:28,31648,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
708595335,bzbach,,"","","",,esl_dota2,HeyGuys,2021-12-19T11:00:43.693+05:30,9:49:01,35341,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
45184086,webj,#008000,"","","",,esl_dota2,LUL,2021-12-19T11:06:29.603+05:30,9:54:47,35687,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
,,#0000FF,"","","",,esl_dota2,gorgcLucky,2021-12-19T11:13:04.899+05:30,10:01:23,36083,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
,,#0000FF,"","","",,esl_dota2,gorgcDespair,2021-12-19T11:13:23.499+05:30,10:01:41,36101,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
45184086,webj,#008000,"","","",,esl_dota2,sterakC,2021-12-19T11:22:40.873+05:30,10:10:59,36659,1237352466,RERUN: Entity vs. Ghost Frogs - Game 1 - DPC WEU Winter Tour - DreamLeague Season 16
177205981,ichichara,,"","","",,esl_dota2,HeyGuys,2021-10-28T15:00:28.626+05:30,16:13:23,58403,1188803547,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
422846192,akha6a6y,#8A2BE2,glhf_pledge,GLHF Pledge,1,,esl_dota2,BloodTrail,2021-10-28T15:35:03.882+05:30,16:47:59,60479,1188803547,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
49928219,airtalk,#FFD0EA,glhf_pledge,GLHF Pledge,1,,esl_dota2,BibleThump,2021-10-29T02:50:26.073+05:30,28:03:21,101001,1188803547,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
271519372,crismjot4,,"","","",,esl_dota2,:),2021-10-29T05:37:30.475+05:30,30:50:25,111025,1188803547,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
275712276,papanyonyo,,"","","",,esl_dota2,LUL,2021-10-29T12:32:14.252+05:30,37:45:09,135909,1188803547,RECAP: PSG.LGD vs ALLIANCE - CHINA vs EU 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
137738525,tydy22,#2F7756,premium,Prime Gaming,1,,esl_dota2,OSFrog,2021-12-01T13:17:13.994+05:30,10:49:42,38982,1220667399,LIVE: Team Magnus vs Electronic Boys - DPC NA Division 2 | Bo3
137738525,tydy22,#2F7756,premium,Prime Gaming,1,,esl_dota2,:P,2021-12-01T13:17:13.994+05:30,10:49:42,38982,1220667399,LIVE: Team Magnus vs Electronic Boys - DPC NA Division 2 | Bo3
89477673,dinosaurssr,,"","","",,esl_dota2,BibleThump,2021-12-01T18:47:22.220+05:30,16:19:50,58790,1220667399,LIVE: Team Magnus vs Electronic Boys - DPC NA Division 2 | Bo3
86704438,draconios1209,#DAA520,glhf_pledge,GLHF Pledge,1,,esl_dota2,PogChamp,2021-10-25T05:12:09.031+05:30,9:48:55,35335,1185978344,RECAP: LIQUID vs PSG.LGD - EU vs CHINA 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
277518435,edwinsjoseph,#DAA520,premium,Prime Gaming,1,,esl_dota2,EleGiggle,2021-10-25T15:09:51.898+05:30,19:46:38,71198,1185978344,RECAP: LIQUID vs PSG.LGD - EU vs CHINA 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
232154864,chelick112,#8A2BE2,glitchcon2020,GlitchCon 2020,1,,esl_dota2,dunaevaKivanie,2021-10-25T19:38:27.599+05:30,24:15:13,87313,1185978344,RECAP: LIQUID vs PSG.LGD - EU vs CHINA 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
676970620,clarinetconcerto1,,"","","",,esl_dota2,NotLikeThis,2021-10-30T13:29:29.068+05:30,14:42:16,52936,1190626693,RECAP: ALLIANCE vs EMPIRE - 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
32483314,captaink011,#00FF7F,"","","",,esl_dota2,Kreygasm,2021-10-31T11:08:12.802+05:30,36:21:00,130860,1190626693,RECAP: ALLIANCE vs EMPIRE - 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
222630912,yusuf3285,#0000FF,glhf_pledge,GLHF Pledge,1,,esl_dota2,PogChamp,2021-10-31T16:16:37.814+05:30,41:29:25,149365,1190626693,RECAP: ALLIANCE vs EMPIRE - 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
624205728,amirof__,#1E90FF,"","","",,esl_dota2,NotLikeThis,2021-10-31T20:07:13.340+05:30,45:20:00,163200,1190626693,RECAP: ALLIANCE vs EMPIRE - 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
115221921,zeffgreen,#008000,glhf_pledge,GLHF Pledge,1,,esl_dota2,emsiFnuk,2021-12-28T09:10:35.704+05:30,4:59:17,17957,1245500376,Gap Element
116341160,ggreekzilla,,"","","",,esl_dota2,HeyGuys,2021-12-29T22:10:20.948+05:30,41:59:02,151142,1245500376,Gap Element
175231302,articcow,,glhf_pledge,GLHF Pledge,1,,esl_dota2,:(,2021-12-30T01:16:36.725+05:30,45:05:18,162318,1245500376,Gap Element
164071283,ninetymerries,#9ACD32,"","","",,esl_dota2,BibleThump,2021-06-16T08:52:16.459+05:30,13:36,816,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
116180843,wmorghulis,#1E90FF,"","","",,esl_dota2,BibleThump,2021-06-16T09:23:41.087+05:30,45:01,2701,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
519618146,roxor_21,,"","","",,esl_dota2,:(,2021-06-16T10:13:05.527+05:30,1:34:25,5665,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
605444504,njokie77,,"","","",,esl_dota2,wpdota2NGU,2021-06-16T10:45:22.558+05:30,2:06:42,7602,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
419830366,smolkori,,"","","",,esl_dota2,LUL,2021-06-16T10:54:55.461+05:30,2:16:15,8175,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
419830366,smolkori,,"","","",,esl_dota2,LUL,2021-06-16T10:55:02.963+05:30,2:16:23,8183,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
412902974,starks152,,"","","",,esl_dota2,Squid3,2021-06-16T10:56:28.502+05:30,2:17:48,8268,1057823245,RECAP: NIGMA vs SECRET -  SUPER GAME - DPC EU DREAMLEAGUE S14 DOTA 2 - by @NoobFromUA
699436755,15k_mmr,#FF0000,"","","",,esl_dota2,CurseLit,2021-11-05T15:51:49.126+05:30,17:04:02,61442,1196146281,RECAP: NIGMA vs HELLBEAR SMASHERS - UPPER DIVISION - DPC EU DREAMLEAGUE S15 DOTA 2 - by @NoobFromUA
598275172,captain_nik53,,"","","",,esl_dota2,LUL,2021-11-06T08:48:53.402+05:30,34:01:06,122466,1196146281,RECAP: NIGMA vs HELLBEAR SMASHERS - UPPER DIVISION - DPC EU DREAMLEAGUE S15 DOTA 2 - by @NoobFromUA
238061870,justaover,#FF0000,glitchcon2020,GlitchCon 2020,1,,esl_dota2,DendiFace,2021-11-06T22:40:58.761+05:30,47:53:12,172392,1196146281,RECAP: NIGMA vs HELLBEAR SMASHERS - UPPER DIVISION - DPC EU DREAMLEAGUE S15 DOTA 2 - by @NoobFromUA
191548213,igonaticss,,"","","",,esl_dota2,esldota2MONKAVOID_BW,2021-11-23T12:30:52.277+05:30,4:51:59,17519,1213550041,LIVE: NA DPC Closed Qualifiers | Legalize POTM vs Team 1
562699613,dhlquiz,,vip,VIP,1,,esl_dota2,PogChamp,2021-11-23T16:39:28.578+05:30,9:00:35,32435,1213550041,LIVE: NA DPC Closed Qualifiers | Legalize POTM vs Team 1
650106750,shizumonogatari,,"","","",,esl_dota2,PowerUpL,2021-11-23T19:42:46.105+05:30,12:03:53,43433,1213550041,LIVE: NA DPC Closed Qualifiers | Legalize POTM vs Team 1
650106750,shizumonogatari,,"","","",,esl_dota2,OSFrog,2021-11-23T19:42:46.105+05:30,12:03:53,43433,1213550041,LIVE: NA DPC Closed Qualifiers | Legalize POTM vs Team 1
650106750,shizumonogatari,,"","","",,esl_dota2,PowerUpR,2021-11-23T19:42:46.105+05:30,12:03:53,43433,1213550041,LIVE: NA DPC Closed Qualifiers | Legalize POTM vs Team 1
736435884,fokmoi,,"","","",,esl_dota2,:/,2021-12-11T04:06:37.505+05:30,4:59:01,17941,1229921348,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
164196083,foureos,#AF34C5,"","","",,esl_dota2,BatChest,2021-12-11T06:28:56.012+05:30,7:21:20,26480,1229921348,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
164196083,foureos,#AF34C5,"","","",,esl_dota2,LUL,2021-12-11T06:36:48.318+05:30,7:29:12,26952,1229921348,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
85833557,xforthecubs,#FAFF00,"","","",,esl_dota2,paluEgg,2021-12-11T10:37:22.169+05:30,11:29:46,41386,1229921348,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
185684637,exocuito,#9ACD32,"","","",,esl_dota2,Kappa,2021-12-11T10:41:16.404+05:30,11:33:40,41620,1229921348,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
548807999,nimeon01,,"","","",,esl_dota2,FailFish,2021-12-11T11:37:07.096+05:30,12:29:31,44971,1229921348,RERUN: 5RATFORCESTAFF vs. The Cut - Game 1 - DPC NA Winter Tour - ESL One
125781154,tameddog,#00FF7F,"","","",,esl_dota2,esldota2SWAG,2021-11-07T18:19:07.668+05:30,19:31:01,70261,1198189099,RECAP: DENDI vs SOLO - B8 vs NO TECHIES  - DPC 2021 SPRING EEU ESL ONE DOTA 2 - by @NoobFromUA
552397901,darlyn5_hg,#FF0000,"","","",,esl_dota2,BibleThump,2021-11-08T03:23:43.223+05:30,28:35:37,102937,1198189099,RECAP: DENDI vs SOLO - B8 vs NO TECHIES  - DPC 2021 SPRING EEU ESL ONE DOTA 2 - by @NoobFromUA
31786738,curgo,,"","","",,esl_dota2,:|,2021-11-08T13:01:57.806+05:30,38:13:52,137632,1198189099,RECAP: DENDI vs SOLO - B8 vs NO TECHIES  - DPC 2021 SPRING EEU ESL ONE DOTA 2 - by @NoobFromUA
107377905,josharoo_x,,premium,Prime Gaming,1,,esl_dota2,HahaDoge,2021-11-08T20:43:50.482+05:30,45:55:44,165344,1198189099,RECAP: DENDI vs SOLO - B8 vs NO TECHIES  - DPC 2021 SPRING EEU ESL ONE DOTA 2 - by @NoobFromUA
163840629,riceshower4,#1FFFEC,glhf_pledge,GLHF Pledge,1,,esl_dota2,kmtlol1key,2021-11-27T21:40:38.584+05:30,13:44:40,49480,1217143020,RECAP: OG vs Hellbear Smashers - UPPER DIVISON - DPC EU DREAMLEAGUE S15 DOTA 2 - by @NoobFromUA
40869789,slitherice,#C71FFF,"","","",,esl_dota2,esldota2FAIL,2021-11-28T21:28:25.490+05:30,37:32:27,135147,1217143020,RECAP: OG vs Hellbear Smashers - UPPER DIVISON - DPC EU DREAMLEAGUE S15 DOTA 2 - by @NoobFromUA
197579331,adi12041,,"","","",,esl_dota2,PogChamp,2021-11-29T03:55:52.365+05:30,43:59:54,158394,1217143020,RECAP: OG vs Hellbear Smashers - UPPER DIVISON - DPC EU DREAMLEAGUE S15 DOTA 2 - by @NoobFromUA
147312813,serg1nhu,#008000,premium,Prime Gaming,1,,esl_dota2,BibleThump,2021-12-06T03:48:35.336+05:30,7:14,434,1225540190,RECAP: ALLIANCE vs SG Esports - NEW 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
44763208,lusterdull,#7B5BB5,premium,Prime Gaming,1,,esl_dota2,4Head,2021-12-06T04:08:26.822+05:30,27:06,1626,1225540190,RECAP: ALLIANCE vs SG Esports - NEW 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
61367636,darthsteevious,#2E8B57,glitchcon2020,GlitchCon 2020,1,,esl_dota2,syndLogSlide,2021-12-20T02:19:53.158+05:30,1:12,72,1238317607,RERUN: Electronic Boys vs. Team Magnus - Game 1 - DPC NA Winter Tour - ESL One
27018875,higamer4771,#8A2BE2,"","","",,esl_dota2,<3,2021-12-20T14:00:40.840+05:30,11:42:00,42120,1238317607,RERUN: Electronic Boys vs. Team Magnus - Game 1 - DPC NA Winter Tour - ESL One
559468822,elfateee,,"","","",,esl_dota2,NotLikeThis,2021-12-04T09:50:17.120+05:30,11:21:44,40904,1223168734,RECAP: ALLIANCE vs SG Esports - NEW 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
37562456,chrimsonred,#000000,glhf_pledge,GLHF Pledge,1,,esl_dota2,masonxdWeeb,2021-12-04T19:10:51.913+05:30,20:42:19,74539,1223168734,RECAP: ALLIANCE vs SG Esports - NEW 7.30 PATCH - ESL ONE FALL 2021 DOTA 2 - by @NoobFromUA
549874442,daarick291,#8A2BE2,glhf_pledge,GLHF Pledge,1,,esl_dota2,fhontaFeliz,2021-11-16T04:42:01.909+05:30,13:51:32,49892,1206244701,RECAP: Dendi B8 vs ProstiEsli - New Roster Debut! - DPC 2021 CIS ESL ONE DOTA 2 - by @NoobFromUA
