id,title,created_at,duration,url
567006826,RERUN: Dota2 - TNC Predator vs. OG - Game 2 - Group A - ESL One Birmingham 2019,2020-03-14T09:08:08Z,1h50m59s,https://www.twitch.tv/videos/567006826
566273839,RERUN: Dota2 - Team Liquid vs. Gambit Esports - Game 3 - Lower Bracket - ESL One Birmingham 2019,2020-03-13T01:23:09Z,31h40m12s,https://www.twitch.tv/videos/566273839
565656654,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 2 - Group B - ESL One Birmingham 2019,2020-03-11T22:06:38Z,27h13m34s,https://www.twitch.tv/videos/565656654
565656127,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 2 - Group B - ESL One Birmingham 2019,2020-03-11T22:05:31Z,23s,https://www.twitch.tv/videos/565656127
565615258,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-03-11T20:43:32Z,1h17m3s,https://www.twitch.tv/videos/565615258
565536284,RERUN: Dota2 - TNC Predator vs. OG - Game 2 - Group A - ESL One Birmingham 2019,2020-03-11T18:21:50Z,2h20m36s,https://www.twitch.tv/videos/565536284
565518776,RERUN: Dota2 - TNC Predator vs. OG - Game 1 - Group A - ESL One Birmingham 2019,2020-03-11T17:48:56Z,29m54s,https://www.twitch.tv/videos/565518776
565142093,RERUN: Dota2 - Vici Gaming vs. Team Liquid - Game 1 - Group A - ESL One Birmingham 2019,2020-03-10T22:59:39Z,18h47m7s,https://www.twitch.tv/videos/565142093
565008416,RERUN: Dota2 - Alliance vs. Team Secret - Game 2 - Group B - ESL One Birmingham 2019,2020-03-10T18:48:59Z,4h0m33s,https://www.twitch.tv/videos/565008416
564742432,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 2 - Group B - ESL One Birmingham 2019,2020-03-10T03:44:28Z,15h1m34s,https://www.twitch.tv/videos/564742432
564739778,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-03-10T03:35:25Z,8m7s,https://www.twitch.tv/videos/564739778
564709604,RERUN: Dota2 - Ninjas in Pyjamas vs. Vici Gaming - Game 1 - Group A - ESL One Birmigham 2019,2020-03-10T02:11:26Z,1h23m11s,https://www.twitch.tv/videos/564709604
564708729,RERUN: Dota2 - TNC Predator vs. OG - Game 2 - Group A - ESL One Birmingham 2019,2020-03-10T02:09:20Z,1m39s,https://www.twitch.tv/videos/564708729
564413833,RERUN: Dota2 - Ninjas in Pyjamas vs. OG - Game 2 - Group A - ESL One Birmigham 2019,2020-03-09T15:27:27Z,10h40m29s,https://www.twitch.tv/videos/564413833
564328621,RERUN: Dota2 - Ninjas in Pyjamas vs. Team Liquid -  Game 2 - Group A - ESL One Birmingham 2019,2020-03-09T10:11:52Z,4h35m20s,https://www.twitch.tv/videos/564328621
562808327,RERUN: Dota2 - Forward Gaming vs. OG - Game 1 - Group A - ESL One Birmigham 2019,2020-03-06T16:14:28Z,6h57m28s,https://www.twitch.tv/videos/562808327
561370838,LIVE | Group Stage Playday 1 | ESL Premiership Spring Season 2020,2020-03-03T18:28:38Z,4h30m3s,https://www.twitch.tv/videos/561370838
559210297,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-02-28T17:09:41Z,34m30s,https://www.twitch.tv/videos/559210297
559143969,RERUN: Dota2 - TNC Predator vs. OG - Game 1 - Group A - ESL One Birmingham 2019,2020-02-28T14:13:03Z,2h48m33s,https://www.twitch.tv/videos/559143969
557934118,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 1 - Group A - ESL One Birmingham 2019,2020-02-26T01:25:51Z,30m41s,https://www.twitch.tv/videos/557934118
557883263,RERUN: Dota2 - TNC Predator vs. OG - Game 1 - Group A - ESL One Birmingham 2019,2020-02-25T23:32:46Z,28m18s,https://www.twitch.tv/videos/557883263
555773423,RERUN: Dota2 - Team Liquid vs. Gambit Esports - Game 3 - Lower Bracket - ESL One Birmingham 2019,2020-02-22T00:15:16Z,35h1m33s,https://www.twitch.tv/videos/555773423
554908577,RERUN: Dota2 - Forward Gaming vs. TNC Predator - Game 2 - Group A - ESL One Birmigham 2019,2020-02-20T10:24:34Z,9h1m43s,https://www.twitch.tv/videos/554908577
554466404,RERUN: Dota2 - TNC Predator vs. Team Secret - Game 1 - Lower Bracket - ESL One Birmingham 2019,2020-02-19T14:46:20Z,19h20m23s,https://www.twitch.tv/videos/554466404
553874717,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 2 - Group B - ESL One Birmingham 2019,2020-02-18T09:05:47Z,3h42m24s,https://www.twitch.tv/videos/553874717
