id,title,created_at,duration,url,video_type
1793394422,dupreeh winner's interview,2023-04-14T12:54:17Z,2m56s,https://www.twitch.tv/videos/1793394422,highlight
1793330757,Jerry winner's interview,2023-04-14T10:28:24Z,2m51s,https://www.twitch.tv/videos/1793330757,highlight
1792688440,huNter- winner's interview,2023-04-13T17:29:46Z,1m48s,https://www.twitch.tv/videos/1792688440,highlight
1792584880,BOROS winner's interview,2023-04-13T14:59:43Z,1m30s,https://www.twitch.tv/videos/1792584880,highlight
1792480727,Eternal Fire 0.01 defuse miss,2023-04-13T11:46:47Z,27s,https://www.twitch.tv/videos/1792480727,highlight
1791772205,Hades winner's interview,2023-04-12T16:53:56Z,1m19s,https://www.twitch.tv/videos/1791772205,highlight
1791021502,huNter- winner's interview,2023-04-11T19:38:48Z,2m6s,https://www.twitch.tv/videos/1791021502,highlight
1790973735,SHiPZ winner's interview,2023-04-11T18:43:19Z,1m40s,https://www.twitch.tv/videos/1790973735,highlight
1790913652,KYLAR winner's interview vs BIG,2023-04-11T17:31:52Z,1m46s,https://www.twitch.tv/videos/1790913652,highlight
1790849850,stavn winner's interview vs Aurora,2023-04-11T16:03:21Z,1m7s,https://www.twitch.tv/videos/1790849850,highlight
1790766591,k0nfig winner's interview vs Eternal Fire,2023-04-11T13:42:15Z,1m12s,https://www.twitch.tv/videos/1790766591,highlight
1790724626,SDY winner's interview,2023-04-11T12:18:34Z,1m7s,https://www.twitch.tv/videos/1790724626,highlight
1790696829,SELLTER winner's inteview,2023-04-11T11:11:09Z,1m12s,https://www.twitch.tv/videos/1790696829,highlight
1790666608,jabbi 3K vs 500,2023-04-11T09:36:15Z,27s,https://www.twitch.tv/videos/1790666608,highlight
1789009229,"Devilwalk winners' intervire, BNE vs GamerLegion",2023-04-09T12:28:33Z,2m8s,https://www.twitch.tv/videos/1789009229,highlight
1788279808,"Thomas winners interview, ITB vs B8",2023-04-08T17:17:18Z,2m34s,https://www.twitch.tv/videos/1788279808,highlight
1788009839,Forester 4K vs OG,2023-04-08T09:25:07Z,29s,https://www.twitch.tv/videos/1788009839,highlight
1787339010,NPL winners interview,2023-04-07T17:50:15Z,1m5s,https://www.twitch.tv/videos/1787339010,highlight
1787091186,"Into the Breach vs Virtus.pro, Winners Interview",2023-04-07T11:43:32Z,1m31s,https://www.twitch.tv/videos/1787091186,highlight
1787059702,"Winners interview, Apeks vs BNE",2023-04-07T10:24:40Z,1m13s,https://www.twitch.tv/videos/1787059702,highlight
1783171711,"Highlight: BLAST Premier Spring Showdown 2023, Day 4: Imperial vs EG Black",2023-04-03T00:03:34Z,3m19s,https://www.twitch.tv/videos/1783171711,highlight
1783060884,"Mahone Zone: paiN's Inferno strat to beat Imperial | BLAST Premier Spring Showdown, Day 5",2023-04-02T21:36:25Z,1m50s,https://www.twitch.tv/videos/1783060884,highlight
1783042603,sh1ro is your Maersk Tournament MVP for BLAST Premier Spring EU Showdown 2023!,2023-04-02T21:12:40Z,56s,https://www.twitch.tv/videos/1783042603,highlight
1782842259,"Mahone Zone: Cloud9's lackluster Overpass? | BLAST Premier Spring Showdown 2023, Day 5",2023-04-02T17:33:14Z,3m18s,https://www.twitch.tv/videos/1782842259,highlight
1782291801,"Maersk MVP Check-in, Day 4 | BLAST Premier Spring Showdown 2023",2023-04-02T01:38:50Z,47s,https://www.twitch.tv/videos/1782291801,highlight
1782157395,"Highlight: BLAST Premier Spring Showdown 2023, Day 4: BIG vs 9INE, paiN vs Team Liquid, Imperial vs EG",2023-04-01T22:53:24Z,2m11s,https://www.twitch.tv/videos/1782157395,highlight
1782149549,"Highlight: BLAST Premier Spring Showdown 2023, Day 4: BIG vs 9INE, paiN vs Team Liquid, Imperial vs EG",2023-04-01T22:43:06Z,52s,https://www.twitch.tv/videos/1782149549,highlight
1781937934,"Mahone Zone: paiN's Nuke magic vs MIBR | BLAST Premier Spring Showdown '23, Day 4",2023-04-01T18:41:10Z,2m32s,https://www.twitch.tv/videos/1781937934,highlight
1781822618,"MIC'D UP: BIG's T side on Mirage | BLAST Premier Spring Showdown 2023, Day 4",2023-04-01T16:31:47Z,26s,https://www.twitch.tv/videos/1781822618,highlight
1781732369,"Mahone Zone: 9ine's Vertigo jump strat | BLAST Premier Spring Showdown 2023, Day 4",2023-04-01T14:31:07Z,2m3s,https://www.twitch.tv/videos/1781732369,highlight
1781025032,"Mahone Zone: Complexity playing Inferno differently vs Imperial | BLAST Premier Spring Showdown, Day 3",2023-03-31T20:07:54Z,1m55s,https://www.twitch.tv/videos/1781025032,highlight
1780921387,Mahone Zone: Imperial's ability to work Inferno vs Complexity | BLAST Premier Spring Showdown '23,2023-03-31T18:12:33Z,2m36s,https://www.twitch.tv/videos/1780921387,highlight
1780800399,"Cloud9's impressive way of taking A site on Overpass | Mahone Zone: BLAST Premier Spring Showdown '23, Day 3 ",2023-03-31T15:38:49Z,2m23s,https://www.twitch.tv/videos/1780800399,highlight
1780727198,"Kylar Vertigo Jump into 3k vs Fnatic | BLAST Premier Spring Showdown '23, Day 2",2023-03-31T13:38:31Z,18s,https://www.twitch.tv/videos/1780727198,highlight
1780318286,"Maersk MVP Check-in, Day 2 | BLAST Spring Showdown 2023",2023-03-31T00:08:37Z,1m15s,https://www.twitch.tv/videos/1780318286,highlight
1780063742,"FNATIC's default smoke on Overpass | Mahone Zone, BLAST Premier Spring Showdown '23, Day 2",2023-03-30T18:58:47Z,1m57s,https://www.twitch.tv/videos/1780063742,highlight
1779977092,"tabseN ACE vs Rare Atom | BLAST Premier Spring Showdown '23, Day 2",2023-03-30T17:15:16Z,15s,https://www.twitch.tv/videos/1779977092,highlight
1779904240,"kaze 2x No Scope 3k vs BGI | BLAST Premier Spring Showdown '23, Day 2",2023-03-30T15:33:10Z,11s,https://www.twitch.tv/videos/1779904240,highlight
1779864928,"Rare Atom's Inferno | Mahone Zone, BLAST Premier Spring Showdown '23",2023-03-30T14:27:08Z,2m24s,https://www.twitch.tv/videos/1779864928,highlight
1779832541,"NEOFRAG 1v3 vs NIP | BLAST Premier Spring Showdown '23, Day 1",2023-03-30T13:30:06Z,23s,https://www.twitch.tv/videos/1779832541,highlight
1779469876,"Maersk MVP Check-in, Day 1 | BLAST Premier Spring Showdown '23",2023-03-30T00:56:38Z,1m37s,https://www.twitch.tv/videos/1779469876,highlight
1779308423,"paiN's Nuke Magic | Mahone Zone, BLAST Premier Spring Showdown '23, Day 1",2023-03-29T21:50:04Z,2m8s,https://www.twitch.tv/videos/1779308423,highlight
1779190736,"Cloud9's Vertigo B takes | BLAST Spring Showdown '23, Day 1",2023-03-29T19:23:21Z,2m21s,https://www.twitch.tv/videos/1779190736,highlight
1779012905,"NIP's dynamic CT side vs OG on Vertigo | Mahone Zone, Spring Showdown 2023",2023-03-29T15:45:58Z,2m30s,https://www.twitch.tv/videos/1779012905,highlight
1722498904,BLAST Spring Groups Maersk MVP Winner!,2023-01-29T22:29:52Z,1m13s,https://www.twitch.tv/videos/1722498904,highlight
1722317782,"Mahone Zone: Astralis' good T side on Inferno vs OG | BLAST Premier Spring Groups '23, Day 11",2023-01-29T19:10:04Z,1m45s,https://www.twitch.tv/videos/1722317782,highlight
1722171596,"stavn crazy 3k vs BIG (Inferno) | BLAST Premier Spring Groups 2023, Day 11",2023-01-29T16:37:40Z,48s,https://www.twitch.tv/videos/1722171596,highlight
1722080291,"Grim ace reaction vs NAVI (Overpass) | BLAST Premier Spring Groups 2023, Day 10",2023-01-29T14:38:39Z,9s,https://www.twitch.tv/videos/1722080291,highlight
1721434185,"Maersk MVP Check-in, Day 10 | BLAST Premier Spring Groups '23",2023-01-28T22:11:31Z,33s,https://www.twitch.tv/videos/1721434185,highlight
1721210229,"hallzerk 1v2 Deagle CLUTCH vs NAVI | BLAST Premier Spring Groups 2023, Day 10",2023-01-28T18:26:18Z,15s,https://www.twitch.tv/videos/1721210229,highlight
1721171434,"Mahone Zone: Complexity B execute on Anubis | BLAST Premier Spring Groups 2023, Day 10",2023-01-28T17:46:34Z,1m44s,https://www.twitch.tv/videos/1721171434,highlight
1721046457,"Mahone Zone: NIP's ability to catch Astralis off guard (Overpass) | BLAST Premier Spring Groups 2023, Day 10",2023-01-28T15:14:04Z,1m54s,https://www.twitch.tv/videos/1721046457,highlight
1720246594,"Maersk MVP Check-in, Day 9 | BLAST Premier Spring Groups '23",2023-01-27T20:33:53Z,53s,https://www.twitch.tv/videos/1720246594,highlight
1720165096,"Mahone Zone: Team Liquid's T side pistol round on Anubis | BLAST Premier Spring Groups 2023, Day 9",2023-01-27T19:11:08Z,2m5s,https://www.twitch.tv/videos/1720165096,highlight
1720025063,"Mahone Zone: EG key round on Inferno vs Complexity | BLAST Premier Spring Groups 2023, Day 9",2023-01-27T16:32:56Z,1m47s,https://www.twitch.tv/videos/1720025063,highlight
1719181781,"Maersk MVP Check-in, day 8 | BLAST Premier Spring Groups 2023",2023-01-26T19:08:46Z,50s,https://www.twitch.tv/videos/1719181781,highlight
1719156784,"jks tracks s1mple perfectly | BLAST Premier Spring Groups 2023, Day 8",2023-01-26T18:42:59Z,6s,https://www.twitch.tv/videos/1719156784,highlight
1719005812,"Mahone Zone: OG's CT side on Ancient | BLAST Premier Spring Groups '23, Day 8",2023-01-26T15:24:21Z,1m35s,https://www.twitch.tv/videos/1719005812,highlight
1718364358,"Maersk MVP Check-in, Day 7 | BLAST Premier Spring Groups 2023",2023-01-25T21:53:17Z,48s,https://www.twitch.tv/videos/1718364358,highlight
1718272627,"cadiaN 1v4 clutch vs Vitality (Nuke) | BLAST Premier Spring Groups '23, Day 7",2023-01-25T20:07:01Z,38s,https://www.twitch.tv/videos/1718272627,highlight
1718193188,"ZywOo 4k Deagle vs Heroic (Mirage) | BLAST Premier Spring Groups 2023, Day 7",2023-01-25T18:46:14Z,23s,https://www.twitch.tv/videos/1718193188,highlight
1718138058,"Mahone Zone: Heroic refining simple strats with flashes | BLAST Premier Spring Groups 2023, Day 7",2023-01-25T17:44:20Z,1m36s,https://www.twitch.tv/videos/1718138058,highlight
1718028899,Mahone Zone: NIP's strong Inferno start | BLAST Primer Spring Groups '23,2023-01-25T15:15:26Z,1m38s,https://www.twitch.tv/videos/1718028899,highlight
1717360082,"Maersk MVP Check-in, Day 6 | BLAST Premier Spring Groups 2023",2023-01-24T21:21:06Z,58s,https://www.twitch.tv/videos/1717360082,highlight
1717052780,"Mahone Zone: neaLaN opens the door to EG victory over Heroic (Nuke) | BLAST Premier Spring Groups 2023, Day 6",2023-01-24T15:09:46Z,1m25s,https://www.twitch.tv/videos/1717052780,highlight
1716348093,"Maersk MVP Check-in, Day 5 | BLAST Premier Spring Groups 2023",2023-01-23T20:19:25Z,51s,https://www.twitch.tv/videos/1716348093,highlight
1716064555,"NiKo crisp USP 4K vs NAVI (Nuke) | BLAST Premier Spring Groups 2023, Day 5",2023-01-23T14:08:24Z,9s,https://www.twitch.tv/videos/1716064555,highlight
1715404365,"Maersk MVP Check-in, Day 4 | BLAST Premier Spring Groups 2023",2023-01-22T19:47:36Z,52s,https://www.twitch.tv/videos/1715404365,highlight
1715236018,"Twistzz 1v2 Deagl Clutch vs OG (Inferno) | BLAST Premier Spring Groups 2023, Day 4",2023-01-22T16:57:22Z,26s,https://www.twitch.tv/videos/1715236018,highlight
1715147291,Mahone looks at OG taking advantage of Ancient's latest map update | BLAST Premier Spring Groups 2023,2023-01-22T15:05:59Z,1m39s,https://www.twitch.tv/videos/1715147291,highlight
1715111248,"ropz 200 IQ clutch 1v2 vs OG (MIrage) | BLAST Premier Spring Groups 2023, Day 4",2023-01-22T14:15:31Z,1m35s,https://www.twitch.tv/videos/1715111248,highlight
1714453242,"Maersk MVP Check-in, Day 3 | BLAST Premier Spring Groups 2023",2023-01-21T21:35:39Z,46s,https://www.twitch.tv/videos/1714453242,highlight
1714243290,"Mahone analyses Astralis's Overpass vs Vitality | BLAST Premier Spring Groups 2023, Day 3",2023-01-21T18:05:54Z,1m38s,https://www.twitch.tv/videos/1714243290,highlight
1714096879,b1t with a GREAT timing on NIP (Overpass) | BLAST Premier Spring Groups 2023,2023-01-21T15:10:38Z,9s,https://www.twitch.tv/videos/1714096879,highlight
1713996839,Mahone Zone analyses NAVI's unique Mirage smoke for Catwalk | BLAST Premier Spring Groups 2023,2023-01-21T12:43:07Z,1m39s,https://www.twitch.tv/videos/1713996839,highlight
1713296955,"Maersk MVP Check-in, Day 2 | BLAST Premier Spring Groups 2023",2023-01-20T20:23:38Z,1m2s,https://www.twitch.tv/videos/1713296955,highlight
1713191935,"m0NESY quick flick vs BIG (Mirage) | BLAST Premier Spring Groups 2023, Day 2",2023-01-20T18:34:54Z,2m3s,https://www.twitch.tv/videos/1713191935,highlight
1713182233,"Mahone analyses how G2 likes to take Inferno A site | BLAST Premier Spring Groups 2023, Day 2",2023-01-20T18:23:49Z,1m39s,https://www.twitch.tv/videos/1713182233,highlight
1712996259,Ice cold degster clutch vs Team Liquid (Ancient) | BLAST Premier Spring Groups 2023,2023-01-20T14:17:33Z,44s,https://www.twitch.tv/videos/1712996259,highlight
1712968950,"Top 10 CS:GO Betrayals with Hallzerk :( | BLAST Premier Spring Groups, Day 2",2023-01-20T13:30:40Z,34s,https://www.twitch.tv/videos/1712968950,highlight
1712925642,"Complexity's sneaky Overpass play analyses by Mahone | BLAST Premier Spring Groups 2023, Day 2",2023-01-20T12:05:12Z,2m18s,https://www.twitch.tv/videos/1712925642,highlight
1712358025,"Maersk MVP Check-in, Day 1 - BLAST Premier Spring Groups 2023",2023-01-19T21:16:11Z,1m15s,https://www.twitch.tv/videos/1712358025,highlight
1712230278,Astralis comms for Buzz's ace (MIC'D UP) | BLAST Premier Spring Groups 2023,2023-01-19T18:56:35Z,28s,https://www.twitch.tv/videos/1712230278,highlight
1712181746,dev1ce and all of CS:GO is at the highest level ever (dev1ce interview) | BLAST Premier Spring Groups 2023,2023-01-19T17:59:25Z,1m7s,https://www.twitch.tv/videos/1712181746,highlight
1712007310,Maniac dancing | BLAST Premier Spring Groups 2023,2023-01-19T13:43:59Z,7s,https://www.twitch.tv/videos/1712007310,highlight
1682344467,"m0NESY, your Maersk Tournament MVP of BLAST Premier World Final 2022",2022-12-18T12:42:18Z,4m59s,https://www.twitch.tv/videos/1682344467,highlight
1682335771,"G2 Esports Trophy Lift, BLAST Premier World Final 2022 Champions!",2022-12-18T12:24:17Z,59s,https://www.twitch.tv/videos/1682335771,highlight
1681698456,"Maersk MVP Check-in, Day 4 | BLAST Premier World Final 2022",2022-12-17T19:03:57Z,1m4s,https://www.twitch.tv/videos/1681698456,highlight
1681616529,"huNter/JKS 2v4 vs FaZe (Nuke) | BLAST Premier World Final 2022, Day 4",2022-12-17T17:23:52Z,36s,https://www.twitch.tv/videos/1681616529,highlight
1681431937,EliGE 3k spray vs OG (Overpass) | BLAST Premier World Final 2022,2022-12-17T12:38:11Z,8s,https://www.twitch.tv/videos/1681431937,highlight
1680784439,"Maersk MVP Check-in, Day 3 | BLAST Premier World Final 2022",2022-12-16T19:32:46Z,1m8s,https://www.twitch.tv/videos/1680784439,highlight
1680577172,"oSee stop NAVI on Mirage A-site | BLAST Premier World Final 2022, Day 3",2022-12-16T14:34:41Z,1m16s,https://www.twitch.tv/videos/1680577172,highlight
1679904258,"ZywOo 4k vs OG (Mirage) | BLASY Premier World Final 2022, Day 2",2022-12-15T19:19:25Z,22s,https://www.twitch.tv/videos/1679904258,highlight
1679893919,"Maersk MVP Check-in, Day 2 | BLAST Premier World Final 2022",2022-12-15T19:06:16Z,1m14s,https://www.twitch.tv/videos/1679893919,highlight
1679608271,"Mahone breaking down Team Liquid's strategies on Anubis | BLAST Premier World Final 2022, Day 2",2022-12-15T10:48:05Z,1m41s,https://www.twitch.tv/videos/1679608271,highlight
1679492231,"Maersk MVP Check-in, Day 1 | BLAST Premier World Final 2022",2022-12-15T05:14:30Z,1m17s,https://www.twitch.tv/videos/1679492231,highlight
1678757423,"m0NESY B-hop AWP kill vs FaZe (Nuke, round 7) | BLAST Premier World Final 2022, Day 1",2022-12-14T11:31:31Z,1m55s,https://www.twitch.tv/videos/1678757423,highlight
1678722825,karrigan pointing at ropz,2022-12-14T09:52:10Z,6s,https://www.twitch.tv/videos/1678722825,highlight
1678692410,"cadiaN win celebration | BLAST Premier Fall FInal 2022, Day 5",2022-12-14T08:12:26Z,7s,https://www.twitch.tv/videos/1678692410,highlight
1667324888,"FaZe vs Heroic, 14-14 (Mirage) | BLAST Premier Fall ",2022-12-01T10:57:49Z,2m22s,https://www.twitch.tv/videos/1667324888,highlight
1664357352,"Copenhagen Cowboy crawler, map 2",2022-11-27T20:04:35Z,11s,https://www.twitch.tv/videos/1664357352,highlight
1664331512,"rain 3k vs Heroic (Inferno) | BLAST Premier Fall Final 2022, Day 5",2022-11-27T19:33:08Z,37s,https://www.twitch.tv/videos/1664331512,highlight
1664213410,"Heroic stage walk-in, Grand Final | BLAST Premier Fall Final 2022, Day 5",2022-11-27T17:03:00Z,1m10s,https://www.twitch.tv/videos/1664213410,highlight
1664212466,"FaZe Clan stage walk-in, Grand Final | BLAST Premier Fall Final 2022, Day 5",2022-11-27T17:01:55Z,1m12s,https://www.twitch.tv/videos/1664212466,highlight
1664211634,"Royal Arena, Where Heroes Are Made",2022-11-27T17:01:01Z,1m36s,https://www.twitch.tv/videos/1664211634,highlight
1664195200,Mahone breaks down ropz' 3K hold for OT vs NIP | BLAST,2022-11-27T16:39:13Z,2m4s,https://www.twitch.tv/videos/1664195200,highlight
1664136729,"LORD BENDTNER JOINS TEAM DENMARK! | BLAST Premier Fall Final 2022, Day 5",2022-11-27T15:13:18Z,1m20s,https://www.twitch.tv/videos/1664136729,highlight
1664115169,"Archarom playing the Danish National Anthem | BLAST Premier Fall Final 2022, Day 5",2022-11-27T14:39:36Z,50s,https://www.twitch.tv/videos/1664115169,highlight
